ID_Producto,Descripción,Cantidad,Precio_Unitario,Fecha_de_Venta,Color,Tamaño,Canal_de_Venta,Marca,Proveedor,Pais_de_Origen,Material
P0192,Camiseta algodón,10,97.7,2024-01-08 23:00:00,Verde,L,Tienda física,Classic Elegance,Global Textiles Inc.,México,Algodón
P0193,Zapatos de cuero,23,89.3,2024-01-09 00:00:00,Negro,XL,Tienda física,Classic Elegance,HighTech Materials S.A.,Turquía,Poliéster
P0194,Zapatos de cuero,24,26.33,2024-01-09 01:00:00,Blanco,XL,Tienda física,Sporty Vibes,HighTech Materials S.A.,Turquía,Cuero
P0195,Bufanda de lana,36,75.09,2024-01-09 02:00:00,Blanco,L,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,México,Poliéster
P0196,Camiseta algodón,5,94.31,2024-01-09 03:00:00,Verde,S,Online,Urban Trends,HighTech Materials S.A.,Bangladesh,Lana
P0197,Pantalón denim,37,10.79,2024-01-09 04:00:00,Rojo,XL,Online,Urban Trends,Global Textiles Inc.,China,Lana
P0198,Vestido estampado,43,74.89,2024-01-09 05:00:00,Negro,L,Online,Urban Trends,Global Textiles Inc.,India,Cuero
P0199,Pantalón denim,19,51.34,2024-01-09 06:00:00,Rojo,S,Tienda física,Sporty Vibes,HighTech Materials S.A.,Turquía,Denim
P0200,Pantalón denim,37,71.22,2024-01-09 07:00:00,Verde,L,Tienda física,Classic Elegance,Eco Fabrics Ltd.,China,Cuero
P0201,Vestido estampado,8,64.5,2024-01-09 08:00:00,Blanco,M,Tienda física,Classic Elegance,Eco Fabrics Ltd.,Turquía,Cuero
P0202,Zapatos de cuero,7,98.62,2024-01-09 09:00:00,Blanco,M,Tienda física,Sporty Vibes,HighTech Materials S.A.,Turquía,Algodón
P0203,Bufanda de lana,40,35.99,2024-01-09 10:00:00,Rojo,S,Online,Urban Trends,Global Textiles Inc.,Turquía,Denim
P0204,Zapatos de cuero,13,80.75,2024-01-09 11:00:00,Azul,S,Tienda física,Classic Elegance,HighTech Materials S.A.,México,Poliéster
P0205,Zapatos de cuero,37,31.12,2024-01-09 12:00:00,Verde,M,Tienda física,Classic Elegance,HighTech Materials S.A.,México,Denim
P0206,Camiseta algodón,27,49.2,2024-01-09 13:00:00,Blanco,XL,Online,Urban Trends,Eco Fabrics Ltd.,Turquía,Cuero
P0207,Pantalón denim,18,97.78,2024-01-09 14:00:00,Azul,XL,Tienda física,Classic Elegance,Global Textiles Inc.,Turquía,Cuero
P0208,Pantalón denim,24,78.95,2024-01-09 15:00:00,Blanco,M,Online,Urban Trends,Eco Fabrics Ltd.,India,Cuero
P0209,Pantalón denim,41,38.42,2024-01-09 16:00:00,Blanco,XL,Tienda física,Classic Elegance,Eco Fabrics Ltd.,China,Cuero
P0210,Bufanda de lana,2,65.74,2024-01-09 17:00:00,Azul,M,Tienda física,Classic Elegance,Global Textiles Inc.,China,Cuero
P0211,Bufanda de lana,16,14.47,2024-01-09 18:00:00,Rojo,L,Tienda física,Classic Elegance,Global Textiles Inc.,Bangladesh,Denim
P0212,Bufanda de lana,14,33.98,2024-01-09 19:00:00,Verde,L,Online,Urban Trends,Global Textiles Inc.,Bangladesh,Cuero
P0213,Vestido estampado,17,74.66,2024-01-09 20:00:00,Azul,L,Tienda física,Classic Elegance,HighTech Materials S.A.,Bangladesh,Lana
P0214,Bufanda de lana,6,61.31,2024-01-09 21:00:00,Azul,XL,Tienda física,Classic Elegance,Global Textiles Inc.,México,Lana
P0215,Camiseta algodón,35,52.27,2024-01-09 22:00:00,Blanco,L,Tienda física,Classic Elegance,HighTech Materials S.A.,México,Algodón
P0216,Camiseta algodón,17,72.18,2024-01-09 23:00:00,Azul,S,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,India,Poliéster
P0217,Zapatos de cuero,45,45.86,2024-01-10 00:00:00,Verde,S,Tienda física,Classic Elegance,Global Textiles Inc.,México,Lana
P0218,Zapatos de cuero,38,12.35,2024-01-10 01:00:00,Rojo,L,Tienda física,Classic Elegance,HighTech Materials S.A.,Bangladesh,Algodón
P0219,Zapatos de cuero,40,49.69,2024-01-10 02:00:00,Rojo,S,Online,Urban Trends,HighTech Materials S.A.,Turquía,Denim
P0220,Zapatos de cuero,6,91.19,2024-01-10 03:00:00,Rojo,L,Online,Urban Trends,HighTech Materials S.A.,Bangladesh,Poliéster
P0221,Camiseta algodón,48,87.1,2024-01-10 04:00:00,Verde,L,Tienda física,Sporty Vibes,HighTech Materials S.A.,India,Cuero
P0222,Zapatos de cuero,38,46.81,2024-01-10 05:00:00,Blanco,M,Online,Urban Trends,Eco Fabrics Ltd.,Turquía,Cuero
P0223,Camiseta algodón,49,12,2024-01-10 06:00:00,Verde,L,Online,Urban Trends,Global Textiles Inc.,México,Denim
P0224,Bufanda de lana,21,67.27,2024-01-10 07:00:00,Azul,S,Online,Urban Trends,Global Textiles Inc.,Turquía,Poliéster
P0225,Bufanda de lana,35,76.71,2024-01-10 08:00:00,Negro,XL,Tienda física,Sporty Vibes,Global Textiles Inc.,India,Lana
P0226,Vestido estampado,23,36.48,2024-01-10 09:00:00,Negro,L,Tienda física,Sporty Vibes,Global Textiles Inc.,México,Poliéster
P0227,Zapatos de cuero,12,52.9,2024-01-10 10:00:00,Negro,M,Tienda física,Classic Elegance,Global Textiles Inc.,China,Algodón
P0228,Bufanda de lana,29,99.27,2024-01-10 11:00:00,Rojo,S,Tienda física,Classic Elegance,Global Textiles Inc.,Bangladesh,Denim
P0229,Bufanda de lana,27,61.87,2024-01-10 12:00:00,Verde,M,Online,Urban Trends,HighTech Materials S.A.,Bangladesh,Lana
P0230,Pantalón denim,6,41.6,2024-01-10 13:00:00,Verde,L,Tienda física,Classic Elegance,Global Textiles Inc.,India,Poliéster
P0231,Pantalón denim,21,66.47,2024-01-10 14:00:00,Rojo,L,Tienda física,Classic Elegance,HighTech Materials S.A.,India,Poliéster
P0232,Camiseta algodón,7,26.2,2024-01-10 15:00:00,Azul,L,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,Bangladesh,Lana
P0233,Vestido estampado,43,27.93,2024-01-10 16:00:00,Negro,L,Tienda física,Sporty Vibes,HighTech Materials S.A.,Turquía,Algodón
P0234,Pantalón denim,41,93.24,2024-01-10 17:00:00,Negro,S,Tienda física,Classic Elegance,Eco Fabrics Ltd.,China,Algodón
P0235,Vestido estampado,16,31.53,2024-01-10 18:00:00,Rojo,XL,Tienda física,Classic Elegance,Global Textiles Inc.,China,Poliéster
P0236,Bufanda de lana,5,37.97,2024-01-10 19:00:00,Negro,L,Tienda física,Classic Elegance,Eco Fabrics Ltd.,India,Cuero
P0237,Camiseta algodón,15,58.94,2024-01-10 20:00:00,Blanco,M,Online,Urban Trends,Eco Fabrics Ltd.,India,Lana
P0238,Vestido estampado,21,90.97,2024-01-10 21:00:00,Verde,S,Tienda física,Sporty Vibes,HighTech Materials S.A.,Turquía,Algodón
P0239,Pantalón denim,4,80.33,2024-01-10 22:00:00,Negro,S,Tienda física,Classic Elegance,HighTech Materials S.A.,India,Algodón
P0240,Bufanda de lana,5,13.94,2024-01-10 23:00:00,Negro,S,Tienda física,Classic Elegance,Eco Fabrics Ltd.,China,Algodón
P0241,Zapatos de cuero,7,72.37,2024-01-11 00:00:00,Blanco,M,Online,Urban Trends,Eco Fabrics Ltd.,Bangladesh,Denim
P0242,Bufanda de lana,35,55.37,2024-01-11 01:00:00,Azul,XL,Tienda física,Sporty Vibes,Global Textiles Inc.,China,Cuero
P0243,Pantalón denim,36,52.8,2024-01-11 02:00:00,Azul,M,Online,Urban Trends,HighTech Materials S.A.,Turquía,Algodón
P0244,Pantalón denim,15,72.24,2024-01-11 03:00:00,Blanco,M,Online,Urban Trends,Eco Fabrics Ltd.,Bangladesh,Cuero
P0245,Zapatos de cuero,28,27.66,2024-01-11 04:00:00,Azul,M,Tienda física,Classic Elegance,HighTech Materials S.A.,Bangladesh,Poliéster
P0246,Bufanda de lana,2,98.33,2024-01-11 05:00:00,Rojo,L,Online,Urban Trends,Global Textiles Inc.,China,Poliéster
P0247,Vestido estampado,5,68.08,2024-01-11 06:00:00,Blanco,L,Online,Urban Trends,Global Textiles Inc.,Bangladesh,Denim
P0248,Vestido estampado,7,42.91,2024-01-11 07:00:00,Verde,M,Tienda física,Classic Elegance,Eco Fabrics Ltd.,Bangladesh,Cuero
P0249,Bufanda de lana,22,64.02,2024-01-11 08:00:00,Verde,M,Tienda física,Sporty Vibes,Global Textiles Inc.,India,Lana
P0250,Vestido estampado,49,29.48,2024-01-11 09:00:00,Verde,L,Tienda física,Classic Elegance,Eco Fabrics Ltd.,Bangladesh,Denim
P0251,Bufanda de lana,31,67.05,2024-01-11 10:00:00,Negro,L,Tienda física,Sporty Vibes,HighTech Materials S.A.,Turquía,Algodón
P0252,Bufanda de lana,32,12.54,2024-01-11 11:00:00,Blanco,XL,Online,Urban Trends,HighTech Materials S.A.,Bangladesh,Poliéster
P0253,Pantalón denim,8,40.71,2024-01-11 12:00:00,Blanco,M,Online,Urban Trends,Eco Fabrics Ltd.,India,Poliéster
P0254,Camiseta algodón,41,77.28,2024-01-11 13:00:00,Azul,S,Tienda física,Classic Elegance,Eco Fabrics Ltd.,México,Lana
P0255,Pantalón denim,42,82.72,2024-01-11 14:00:00,Blanco,XL,Tienda física,Classic Elegance,Eco Fabrics Ltd.,México,Denim
P0256,Vestido estampado,11,32.76,2024-01-11 15:00:00,Blanco,S,Tienda física,Classic Elegance,HighTech Materials S.A.,Turquía,Cuero
P0257,Camiseta algodón,1,58.55,2024-01-11 16:00:00,Azul,XL,Online,Urban Trends,HighTech Materials S.A.,Turquía,Poliéster
P0258,Bufanda de lana,47,57.56,2024-01-11 17:00:00,Blanco,M,Online,Urban Trends,Global Textiles Inc.,Bangladesh,Algodón
P0259,Vestido estampado,40,47.93,2024-01-11 18:00:00,Blanco,S,Tienda física,Sporty Vibes,Global Textiles Inc.,Bangladesh,Lana
P0260,Zapatos de cuero,19,30.56,2024-01-11 19:00:00,Rojo,L,Tienda física,Classic Elegance,HighTech Materials S.A.,México,Lana
P0261,Vestido estampado,44,73.29,2024-01-11 20:00:00,Azul,XL,Online,Urban Trends,HighTech Materials S.A.,México,Lana
P0262,Camiseta algodón,38,32.71,2024-01-11 21:00:00,Rojo,S,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,China,Algodón
P0263,Camiseta algodón,42,91.99,2024-01-11 22:00:00,Negro,XL,Tienda física,Classic Elegance,HighTech Materials S.A.,México,Lana
P0264,Bufanda de lana,37,57.57,2024-01-11 23:00:00,Azul,M,Tienda física,Classic Elegance,HighTech Materials S.A.,México,Cuero
P0265,Zapatos de cuero,7,88.34,2024-01-12 00:00:00,Blanco,S,Tienda física,Sporty Vibes,Global Textiles Inc.,Turquía,Cuero
P0266,Bufanda de lana,39,36.17,2024-01-12 01:00:00,Blanco,S,Tienda física,Sporty Vibes,Global Textiles Inc.,China,Denim
P0267,Zapatos de cuero,25,82.64,2024-01-12 02:00:00,Rojo,S,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,China,Denim
P0268,Zapatos de cuero,22,20.23,2024-01-12 03:00:00,Rojo,XL,Online,Urban Trends,Global Textiles Inc.,Bangladesh,Cuero
P0269,Bufanda de lana,27,79.01,2024-01-12 04:00:00,Negro,L,Tienda física,Classic Elegance,Eco Fabrics Ltd.,Bangladesh,Algodón
P0270,Vestido estampado,41,44.83,2024-01-12 05:00:00,Negro,L,Tienda física,Classic Elegance,HighTech Materials S.A.,China,Denim
P0271,Pantalón denim,47,52.3,2024-01-12 06:00:00,Blanco,L,Tienda física,Sporty Vibes,HighTech Materials S.A.,China,Lana
P0272,Zapatos de cuero,38,25.01,2024-01-12 07:00:00,Verde,M,Online,Urban Trends,Eco Fabrics Ltd.,Bangladesh,Cuero
P0273,Camiseta algodón,48,11.68,2024-01-12 08:00:00,Negro,S,Tienda física,Sporty Vibes,Global Textiles Inc.,Turquía,Poliéster
P0274,Bufanda de lana,39,69.96,2024-01-12 09:00:00,Blanco,L,Online,Urban Trends,Global Textiles Inc.,Turquía,Algodón
P0275,Vestido estampado,15,62.89,2024-01-12 10:00:00,Negro,L,Tienda física,Classic Elegance,HighTech Materials S.A.,Turquía,Algodón
P0276,Zapatos de cuero,2,66.02,2024-01-12 11:00:00,Azul,S,Tienda física,Classic Elegance,Global Textiles Inc.,Turquía,Cuero
P0277,Vestido estampado,8,32.95,2024-01-12 12:00:00,Rojo,M,Online,Urban Trends,Eco Fabrics Ltd.,Bangladesh,Poliéster
P0278,Bufanda de lana,44,31.53,2024-01-12 13:00:00,Blanco,XL,Tienda física,Classic Elegance,HighTech Materials S.A.,India,Algodón
P0279,Camiseta algodón,43,84.73,2024-01-12 14:00:00,Negro,XL,Tienda física,Classic Elegance,Global Textiles Inc.,México,Denim
P0280,Zapatos de cuero,6,78.51,2024-01-12 15:00:00,Rojo,XL,Tienda física,Sporty Vibes,HighTech Materials S.A.,México,Poliéster
P0281,Zapatos de cuero,20,40.31,2024-01-12 16:00:00,Verde,S,Online,Urban Trends,HighTech Materials S.A.,México,Lana
P0282,Vestido estampado,27,67.4,2024-01-12 17:00:00,Negro,M,Tienda física,Classic Elegance,Global Textiles Inc.,México,Denim
P0283,Bufanda de lana,45,84.53,2024-01-12 18:00:00,Blanco,S,Tienda física,Classic Elegance,Eco Fabrics Ltd.,Bangladesh,Poliéster
P0284,Pantalón denim,23,89.99,2024-01-12 19:00:00,Azul,XL,Online,Urban Trends,Global Textiles Inc.,India,Cuero
P0285,Zapatos de cuero,48,10.52,2024-01-12 20:00:00,Rojo,L,Tienda física,Classic Elegance,Global Textiles Inc.,Bangladesh,Algodón
P0286,Camiseta algodón,40,83.21,2024-01-12 21:00:00,Rojo,L,Online,Urban Trends,Global Textiles Inc.,India,Denim
P0287,Zapatos de cuero,17,41.54,2024-01-12 22:00:00,Azul,L,Online,Urban Trends,Global Textiles Inc.,Bangladesh,Cuero
P0288,Zapatos de cuero,13,74.65,2024-01-12 23:00:00,Blanco,XL,Tienda física,Sporty Vibes,Global Textiles Inc.,China,Poliéster
P0289,Pantalón denim,4,43.43,2024-01-13 00:00:00,Verde,M,Online,Urban Trends,Global Textiles Inc.,India,Lana
P0290,Pantalón denim,20,64.56,2024-01-13 01:00:00,Azul,XL,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,México,Algodón
P0291,Bufanda de lana,42,68.21,2024-01-13 02:00:00,Verde,S,Tienda física,Classic Elegance,HighTech Materials S.A.,India,Algodón
P0292,Zapatos de cuero,25,46.45,2024-01-13 03:00:00,Blanco,M,Online,Urban Trends,Eco Fabrics Ltd.,Turquía,Denim
P0293,Zapatos de cuero,22,56.15,2024-01-13 04:00:00,Negro,L,Tienda física,Sporty Vibes,Global Textiles Inc.,India,Cuero
P0294,Vestido estampado,48,75.37,2024-01-13 05:00:00,Negro,M,Online,Urban Trends,Eco Fabrics Ltd.,Turquía,Poliéster
P0295,Vestido estampado,17,52.87,2024-01-13 06:00:00,Blanco,M,Tienda física,Classic Elegance,HighTech Materials S.A.,Turquía,Poliéster
P0296,Camiseta algodón,40,11.26,2024-01-13 07:00:00,Verde,XL,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,China,Cuero
P0297,Camiseta algodón,11,11.16,2024-01-13 08:00:00,Azul,M,Tienda física,Sporty Vibes,Global Textiles Inc.,India,Algodón
P0298,Vestido estampado,25,69.52,2024-01-13 09:00:00,Blanco,XL,Tienda física,Sporty Vibes,HighTech Materials S.A.,China,Cuero
P0299,Camiseta algodón,5,86.25,2024-01-13 10:00:00,Blanco,S,Tienda física,Classic Elegance,Global Textiles Inc.,México,Poliéster
P0300,Zapatos de cuero,21,80.67,2024-01-13 11:00:00,Negro,M,Tienda física,Sporty Vibes,Global Textiles Inc.,India,Cuero
P0301,Pantalón denim,26,37.94,2024-01-13 12:00:00,Azul,M,Tienda física,Classic Elegance,HighTech Materials S.A.,Bangladesh,Algodón
P0302,Zapatos de cuero,16,52.4,2024-01-13 13:00:00,Negro,M,Tienda física,Classic Elegance,HighTech Materials S.A.,Bangladesh,Denim
P0303,Vestido estampado,40,31.07,2024-01-13 14:00:00,Verde,L,Online,Urban Trends,Global Textiles Inc.,Bangladesh,Algodón
P0304,Bufanda de lana,21,99.02,2024-01-13 15:00:00,Verde,XL,Tienda física,Classic Elegance,Eco Fabrics Ltd.,Turquía,Lana
P0305,Bufanda de lana,48,33.45,2024-01-13 16:00:00,Rojo,XL,Tienda física,Sporty Vibes,HighTech Materials S.A.,Bangladesh,Lana
P0306,Vestido estampado,32,47.46,2024-01-13 17:00:00,Blanco,L,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,México,Cuero
P0307,Zapatos de cuero,4,71.3,2024-01-13 18:00:00,Azul,XL,Tienda física,Classic Elegance,Eco Fabrics Ltd.,India,Algodón
P0308,Camiseta algodón,38,88.84,2024-01-13 19:00:00,Azul,S,Tienda física,Classic Elegance,HighTech Materials S.A.,India,Algodón
P0309,Camiseta algodón,8,14.63,2024-01-13 20:00:00,Negro,L,Online,Urban Trends,Eco Fabrics Ltd.,Turquía,Poliéster
P0310,Bufanda de lana,9,37.09,2024-01-13 21:00:00,Negro,XL,Online,Urban Trends,HighTech Materials S.A.,Turquía,Denim
P0311,Vestido estampado,45,61.21,2024-01-13 22:00:00,Azul,S,Tienda física,Sporty Vibes,HighTech Materials S.A.,Turquía,Algodón
P0312,Vestido estampado,17,65.65,2024-01-13 23:00:00,Negro,XL,Tienda física,Classic Elegance,HighTech Materials S.A.,México,Cuero
P0313,Pantalón denim,41,16.3,2024-01-14 00:00:00,Rojo,L,Tienda física,Sporty Vibes,HighTech Materials S.A.,India,Poliéster
P0314,Bufanda de lana,13,69.77,2024-01-14 01:00:00,Blanco,XL,Tienda física,Classic Elegance,Eco Fabrics Ltd.,China,Poliéster
P0315,Vestido estampado,9,57.53,2024-01-14 02:00:00,Rojo,S,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,Turquía,Cuero
P0316,Pantalón denim,6,84.49,2024-01-14 03:00:00,Verde,S,Tienda física,Sporty Vibes,HighTech Materials S.A.,Bangladesh,Cuero
P0317,Camiseta algodón,27,30,2024-01-14 04:00:00,Azul,S,Tienda física,Sporty Vibes,HighTech Materials S.A.,China,Algodón
P0318,Bufanda de lana,42,27.55,2024-01-14 05:00:00,Rojo,XL,Tienda física,Classic Elegance,HighTech Materials S.A.,China,Algodón
P0319,Bufanda de lana,37,81.4,2024-01-14 06:00:00,Rojo,L,Online,Urban Trends,HighTech Materials S.A.,Turquía,Poliéster
P0320,Vestido estampado,39,73.35,2024-01-14 07:00:00,Negro,XL,Online,Urban Trends,Global Textiles Inc.,Bangladesh,Poliéster
P0321,Vestido estampado,43,81.25,2024-01-14 08:00:00,Negro,M,Tienda física,Classic Elegance,Eco Fabrics Ltd.,Turquía,Denim
P0322,Zapatos de cuero,24,80.37,2024-01-14 09:00:00,Negro,L,Online,Urban Trends,Eco Fabrics Ltd.,Turquía,Poliéster
P0323,Camiseta algodón,9,19.36,2024-01-14 10:00:00,Verde,M,Tienda física,Sporty Vibes,HighTech Materials S.A.,Bangladesh,Cuero
P0324,Camiseta algodón,42,35.07,2024-01-14 11:00:00,Rojo,XL,Tienda física,Classic Elegance,Global Textiles Inc.,China,Cuero
P0325,Pantalón denim,11,33.41,2024-01-14 12:00:00,Blanco,L,Tienda física,Classic Elegance,Global Textiles Inc.,China,Denim
P0326,Pantalón denim,35,94.11,2024-01-14 13:00:00,Negro,M,Online,Urban Trends,Global Textiles Inc.,Bangladesh,Lana
P0327,Zapatos de cuero,29,53.87,2024-01-14 14:00:00,Verde,XL,Online,Urban Trends,HighTech Materials S.A.,China,Lana
P0328,Camiseta algodón,8,20,2024-01-14 15:00:00,Verde,L,Tienda física,Sporty Vibes,Global Textiles Inc.,México,Cuero
P0329,Pantalón denim,17,36.06,2024-01-14 16:00:00,Negro,S,Tienda física,Classic Elegance,HighTech Materials S.A.,Turquía,Lana
P0330,Camiseta algodón,7,88.47,2024-01-14 17:00:00,Azul,S,Online,Urban Trends,Global Textiles Inc.,México,Lana
P0331,Camiseta algodón,12,86.24,2024-01-14 18:00:00,Rojo,S,Tienda física,Classic Elegance,HighTech Materials S.A.,México,Denim
P0332,Pantalón denim,48,91.03,2024-01-14 19:00:00,Negro,M,Tienda física,Sporty Vibes,HighTech Materials S.A.,México,Poliéster
P0333,Vestido estampado,15,44.97,2024-01-14 20:00:00,Blanco,M,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,India,Poliéster
P0334,Vestido estampado,29,67.72,2024-01-14 21:00:00,Rojo,XL,Tienda física,Sporty Vibes,HighTech Materials S.A.,India,Lana
P0335,Pantalón denim,45,35.04,2024-01-14 22:00:00,Verde,S,Tienda física,Classic Elegance,Global Textiles Inc.,México,Algodón
P0336,Zapatos de cuero,24,26.27,2024-01-14 23:00:00,Blanco,M,Tienda física,Classic Elegance,Eco Fabrics Ltd.,Turquía,Denim
P0337,Bufanda de lana,37,11.97,2024-01-15 00:00:00,Rojo,S,Tienda física,Classic Elegance,Global Textiles Inc.,México,Lana
P0338,Camiseta algodón,14,30.11,2024-01-15 01:00:00,Blanco,XL,Tienda física,Classic Elegance,HighTech Materials S.A.,México,Algodón
P0339,Bufanda de lana,11,64.39,2024-01-15 02:00:00,Verde,L,Tienda física,Classic Elegance,Eco Fabrics Ltd.,India,Algodón
P0340,Pantalón denim,35,91.38,2024-01-15 03:00:00,Negro,M,Tienda física,Sporty Vibes,HighTech Materials S.A.,México,Denim
P0341,Camiseta algodón,17,22.01,2024-01-15 04:00:00,Blanco,M,Tienda física,Sporty Vibes,HighTech Materials S.A.,Turquía,Poliéster
P0342,Bufanda de lana,27,92.62,2024-01-15 05:00:00,Negro,L,Tienda física,Sporty Vibes,Global Textiles Inc.,Turquía,Cuero
P0343,Vestido estampado,44,41.08,2024-01-15 06:00:00,Verde,M,Online,Urban Trends,Global Textiles Inc.,México,Algodón
P0344,Zapatos de cuero,3,48.41,2024-01-15 07:00:00,Verde,XL,Tienda física,Sporty Vibes,Global Textiles Inc.,Turquía,Cuero
P0345,Bufanda de lana,2,42.85,2024-01-15 08:00:00,Blanco,M,Tienda física,Classic Elegance,Eco Fabrics Ltd.,México,Cuero
P0346,Zapatos de cuero,4,46.77,2024-01-15 09:00:00,Blanco,M,Tienda física,Sporty Vibes,Global Textiles Inc.,India,Denim
P0347,Vestido estampado,18,33.33,2024-01-15 10:00:00,Verde,L,Online,Urban Trends,HighTech Materials S.A.,México,Poliéster
P0348,Bufanda de lana,20,72.87,2024-01-15 11:00:00,Blanco,XL,Online,Urban Trends,Eco Fabrics Ltd.,China,Denim
P0349,Pantalón denim,21,78.24,2024-01-15 12:00:00,Blanco,S,Online,Urban Trends,Global Textiles Inc.,India,Algodón
P0350,Camiseta algodón,14,84.08,2024-01-15 13:00:00,Blanco,S,Online,Urban Trends,Global Textiles Inc.,Turquía,Poliéster
P0351,Vestido estampado,8,40.72,2024-01-15 14:00:00,Blanco,L,Online,Urban Trends,Global Textiles Inc.,Turquía,Lana
P0352,Zapatos de cuero,2,78.82,2024-01-15 15:00:00,Rojo,XL,Tienda física,Classic Elegance,HighTech Materials S.A.,India,Poliéster
P0353,Zapatos de cuero,26,67.39,2024-01-15 16:00:00,Verde,L,Tienda física,Sporty Vibes,Global Textiles Inc.,China,Denim
P0354,Vestido estampado,19,96.21,2024-01-15 17:00:00,Verde,L,Tienda física,Classic Elegance,HighTech Materials S.A.,India,Denim
P0355,Pantalón denim,42,48.23,2024-01-15 18:00:00,Azul,S,Tienda física,Classic Elegance,Eco Fabrics Ltd.,Bangladesh,Cuero
P0356,Pantalón denim,28,99.31,2024-01-15 19:00:00,Negro,XL,Online,Urban Trends,Global Textiles Inc.,China,Lana
P0357,Zapatos de cuero,29,76.64,2024-01-15 20:00:00,Azul,XL,Tienda física,Sporty Vibes,HighTech Materials S.A.,India,Poliéster
P0358,Vestido estampado,5,79.86,2024-01-15 21:00:00,Blanco,L,Tienda física,Sporty Vibes,Global Textiles Inc.,Bangladesh,Lana
P0359,Vestido estampado,43,12.31,2024-01-15 22:00:00,Blanco,S,Tienda física,Sporty Vibes,Global Textiles Inc.,México,Cuero
P0360,Camiseta algodón,28,54.77,2024-01-15 23:00:00,Rojo,XL,Online,Urban Trends,Eco Fabrics Ltd.,China,Lana
P0361,Zapatos de cuero,41,57.55,2024-01-16 00:00:00,Rojo,L,Tienda física,Classic Elegance,Eco Fabrics Ltd.,México,Lana
P0362,Pantalón denim,48,13.65,2024-01-16 01:00:00,Rojo,M,Tienda física,Sporty Vibes,HighTech Materials S.A.,Bangladesh,Poliéster
P0363,Bufanda de lana,26,38.09,2024-01-16 02:00:00,Rojo,S,Tienda física,Classic Elegance,HighTech Materials S.A.,Turquía,Lana
P0364,Pantalón denim,5,96.01,2024-01-16 03:00:00,Rojo,XL,Tienda física,Sporty Vibes,HighTech Materials S.A.,Turquía,Cuero
P0365,Pantalón denim,15,48.35,2024-01-16 04:00:00,Rojo,XL,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,Turquía,Algodón
P0366,Bufanda de lana,46,26.8,2024-01-16 05:00:00,Rojo,XL,Tienda física,Sporty Vibes,HighTech Materials S.A.,México,Algodón
P0367,Zapatos de cuero,9,56.2,2024-01-16 06:00:00,Rojo,S,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,China,Denim
P0368,Camiseta algodón,32,13.04,2024-01-16 07:00:00,Rojo,L,Online,Urban Trends,Eco Fabrics Ltd.,México,Algodón
P0369,Pantalón denim,26,56.44,2024-01-16 08:00:00,Verde,M,Online,Urban Trends,Global Textiles Inc.,México,Poliéster
P0370,Pantalón denim,37,63.48,2024-01-16 09:00:00,Rojo,XL,Tienda física,Classic Elegance,Global Textiles Inc.,Turquía,Denim
P0371,Zapatos de cuero,15,42.19,2024-01-16 10:00:00,Negro,S,Online,Urban Trends,HighTech Materials S.A.,México,Algodón
P0372,Zapatos de cuero,41,78.63,2024-01-16 11:00:00,Rojo,XL,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,Bangladesh,Algodón
P0373,Vestido estampado,4,22.21,2024-01-16 12:00:00,Blanco,L,Tienda física,Classic Elegance,Eco Fabrics Ltd.,India,Denim
P0374,Zapatos de cuero,36,89.04,2024-01-16 13:00:00,Blanco,M,Tienda física,Classic Elegance,Eco Fabrics Ltd.,India,Poliéster
P0375,Zapatos de cuero,20,95.99,2024-01-16 14:00:00,Rojo,XL,Tienda física,Classic Elegance,Global Textiles Inc.,India,Denim
P0376,Pantalón denim,27,10.11,2024-01-16 15:00:00,Rojo,S,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,Turquía,Poliéster
P0377,Camiseta algodón,21,85.84,2024-01-16 16:00:00,Blanco,L,Tienda física,Sporty Vibes,HighTech Materials S.A.,Turquía,Poliéster
P0378,Pantalón denim,22,55.55,2024-01-16 17:00:00,Negro,M,Tienda física,Classic Elegance,HighTech Materials S.A.,India,Cuero
P0379,Zapatos de cuero,7,51.53,2024-01-16 18:00:00,Azul,S,Online,Urban Trends,Global Textiles Inc.,China,Algodón
P0380,Vestido estampado,47,31.48,2024-01-16 19:00:00,Verde,XL,Tienda física,Sporty Vibes,HighTech Materials S.A.,India,Algodón
P0381,Camiseta algodón,31,50.26,2024-01-16 20:00:00,Blanco,S,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,México,Lana
P0382,Vestido estampado,17,95.54,2024-01-16 21:00:00,Rojo,M,Online,Urban Trends,Eco Fabrics Ltd.,India,Denim
P0383,Bufanda de lana,7,28.97,2024-01-16 22:00:00,Verde,L,Tienda física,Classic Elegance,HighTech Materials S.A.,India,Cuero
