ID_Producto,Producto,Cantidad,Precio_Total,Fecha_de_Venta,Color,Tamaño,Canal_de_Venta,Marca,Proveedor,Pais_de_Origen,Material
P0213,Vestido estampado,17,648.55,09/01/24,Azul,L,Tienda física,Sporty Vibes,HighTech Materials S.A.,Bangladesh,Lana
P0214,Bufanda de lana,6,316.8,09/01/24,Azul,XL,Online,Modern Fusion,Global Textiles Inc.,México,Lana
P0215,Camiseta algodón,35,890.75,09/01/24,Blanco,L,Tienda física,Sporty Vibes,HighTech Materials S.A.,México,Algodón
P0216,Camiseta algodón,17,432.65,09/01/24,Azul,S,Online,Modern Fusion,Eco Fabrics Ltd.,India,Poliéster
P0217,Zapatos de cuero,45,1809.9,10/01/24,Verde,S,Online,Modern Fusion,Global Textiles Inc.,México,Lana
P0218,Zapatos de cuero,38,1528.36,10/01/24,Rojo,L,Online,Modern Fusion,HighTech Materials S.A.,Bangladesh,Algodón
P0219,Zapatos de cuero,40,1608.8,10/01/24,Rojo,S,Tienda física,Sporty Vibes,HighTech Materials S.A.,Turquía,Denim
P0220,Zapatos de cuero,6,241.32,10/01/24,Rojo,L,Online,Urban Trends,HighTech Materials S.A.,Bangladesh,Poliéster
P0221,Camiseta algodón,48,1221.6,10/01/24,Verde,L,Online,Modern Fusion,HighTech Materials S.A.,India,Cuero
P0222,Zapatos de cuero,38,1528.36,10/01/24,Blanco,M,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,Turquía,Cuero
P0223,Camiseta algodón,49,1247.05,10/01/24,Verde,L,Online,Modern Fusion,Global Textiles Inc.,México,Denim
P0224,Bufanda de lana,21,1108.8,10/01/24,Azul,S,Tienda física,Sporty Vibes,Global Textiles Inc.,Turquía,Poliéster
P0225,Bufanda de lana,35,1848,10/01/24,Negro,XL,Tienda física,Classic Elegance,Global Textiles Inc.,India,Lana
P0226,Vestido estampado,23,877.45,10/01/24,Negro,L,Tienda física,Sporty Vibes,Global Textiles Inc.,México,Poliéster
P0227,Zapatos de cuero,12,482.64,10/01/24,Negro,M,Online,Urban Trends,Global Textiles Inc.,China,Algodón
P0228,Bufanda de lana,29,1531.2,10/01/24,Rojo,S,Tienda física,Classic Elegance,Global Textiles Inc.,Bangladesh,Denim
P0229,Bufanda de lana,27,1425.6,10/01/24,Verde,M,Tienda física,Sporty Vibes,HighTech Materials S.A.,Bangladesh,Lana
P0230,Pantalón denim,6,515.94,10/01/24,Verde,L,Tienda física,Sporty Vibes,Global Textiles Inc.,India,Poliéster
P0231,Pantalón denim,21,1805.79,10/01/24,Rojo,L,Online,Urban Trends,HighTech Materials S.A.,India,Poliéster
P0232,Camiseta algodón,7,178.15,10/01/24,Azul,L,Online,Modern Fusion,Eco Fabrics Ltd.,Bangladesh,Lana
P0233,Vestido estampado,43,1640.45,10/01/24,Negro,L,Tienda física,Sporty Vibes,HighTech Materials S.A.,Turquía,Algodón
P0234,Pantalón denim,41,3525.59,10/01/24,Negro,S,Online,Modern Fusion,Eco Fabrics Ltd.,China,Algodón
P0235,Vestido estampado,16,610.4,10/01/24,Rojo,XL,Tienda física,Classic Elegance,Global Textiles Inc.,China,Poliéster
P0236,Bufanda de lana,5,264,10/01/24,Negro,L,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,India,Cuero
P0237,Camiseta algodón,15,381.75,10/01/24,Blanco,M,Online,Modern Fusion,Eco Fabrics Ltd.,India,Lana
P0238,Vestido estampado,21,801.15,10/01/24,Verde,S,Tienda física,Classic Elegance,HighTech Materials S.A.,Turquía,Algodón
P0239,Pantalón denim,4,343.96,10/01/24,Negro,S,Online,Modern Fusion,HighTech Materials S.A.,India,Algodón
P0240,Bufanda de lana,5,264,10/01/24,Negro,S,Online,Urban Trends,Eco Fabrics Ltd.,China,Algodón
P0241,Zapatos de cuero,7,281.54,11/01/24,Blanco,M,Tienda física,Classic Elegance,Eco Fabrics Ltd.,Bangladesh,Denim
P0242,Bufanda de lana,35,1848,11/01/24,Azul,XL,Online,Urban Trends,Global Textiles Inc.,China,Cuero
P0243,Pantalón denim,36,3095.64,11/01/24,Azul,M,Online,Modern Fusion,HighTech Materials S.A.,Turquía,Algodón
P0244,Pantalón denim,15,1289.85,11/01/24,Blanco,M,Tienda física,Classic Elegance,Eco Fabrics Ltd.,Bangladesh,Cuero
P0245,Zapatos de cuero,28,1126.16,11/01/24,Azul,M,Tienda física,Classic Elegance,HighTech Materials S.A.,Bangladesh,Poliéster
P0246,Bufanda de lana,2,105.6,11/01/24,Rojo,L,Online,Modern Fusion,Global Textiles Inc.,China,Poliéster
P0247,Vestido estampado,5,190.75,11/01/24,Blanco,L,Tienda física,Sporty Vibes,Global Textiles Inc.,Bangladesh,Denim
P0248,Vestido estampado,7,267.05,11/01/24,Verde,M,Online,Modern Fusion,Eco Fabrics Ltd.,Bangladesh,Cuero
P0249,Bufanda de lana,22,1161.6,11/01/24,Verde,M,Online,Urban Trends,Global Textiles Inc.,India,Lana
P0250,Vestido estampado,49,1869.35,11/01/24,Verde,L,Tienda física,Classic Elegance,Eco Fabrics Ltd.,Bangladesh,Denim
P0251,Bufanda de lana,31,1636.8,11/01/24,Negro,L,Online,Modern Fusion,HighTech Materials S.A.,Turquía,Algodón
P0252,Bufanda de lana,32,1689.6,11/01/24,Blanco,XL,Online,Modern Fusion,HighTech Materials S.A.,Bangladesh,Poliéster
P0253,Pantalón denim,8,687.92,11/01/24,Blanco,M,Online,Modern Fusion,Eco Fabrics Ltd.,India,Poliéster
P0254,Camiseta algodón,41,1043.45,11/01/24,Azul,S,Tienda física,Classic Elegance,Eco Fabrics Ltd.,México,Lana
P0255,Pantalón denim,42,3611.58,11/01/24,Blanco,XL,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,México,Denim
P0256,Vestido estampado,11,419.65,11/01/24,Blanco,S,Tienda física,Classic Elegance,HighTech Materials S.A.,Turquía,Cuero
P0257,Camiseta algodón,1,25.45,11/01/24,Azul,XL,Tienda física,Sporty Vibes,HighTech Materials S.A.,Turquía,Poliéster
P0258,Bufanda de lana,47,2481.6,11/01/24,Blanco,M,Tienda física,Sporty Vibes,Global Textiles Inc.,Bangladesh,Algodón
P0259,Vestido estampado,40,1526,11/01/24,Blanco,S,Tienda física,Sporty Vibes,Global Textiles Inc.,Bangladesh,Lana
P0260,Zapatos de cuero,19,764.18,11/01/24,Rojo,L,Online,Modern Fusion,HighTech Materials S.A.,México,Lana
P0261,Vestido estampado,44,1678.6,11/01/24,Azul,XL,Online,Urban Trends,HighTech Materials S.A.,México,Lana
P0262,Camiseta algodón,38,967.1,11/01/24,Rojo,S,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,China,Algodón
P0263,Camiseta algodón,42,1068.9,11/01/24,Negro,XL,Online,Modern Fusion,HighTech Materials S.A.,México,Lana
P0264,Bufanda de lana,37,1953.6,11/01/24,Azul,M,Online,Urban Trends,HighTech Materials S.A.,México,Cuero
P0265,Zapatos de cuero,7,281.54,12/01/24,Blanco,S,Tienda física,Sporty Vibes,Global Textiles Inc.,Turquía,Cuero
P0266,Bufanda de lana,39,2059.2,12/01/24,Blanco,S,Online,Modern Fusion,Global Textiles Inc.,China,Denim
P0267,Zapatos de cuero,25,1005.5,12/01/24,Rojo,S,Online,Modern Fusion,Eco Fabrics Ltd.,China,Denim
P0268,Zapatos de cuero,22,884.84,12/01/24,Rojo,XL,Online,Modern Fusion,Global Textiles Inc.,Bangladesh,Cuero
P0269,Bufanda de lana,27,1425.6,12/01/24,Negro,L,Online,Modern Fusion,Eco Fabrics Ltd.,Bangladesh,Algodón
P0270,Vestido estampado,41,1564.15,12/01/24,Negro,L,Online,Urban Trends,HighTech Materials S.A.,China,Denim
P0271,Pantalón denim,47,4041.53,12/01/24,Blanco,L,Online,Modern Fusion,HighTech Materials S.A.,China,Lana
P0272,Zapatos de cuero,38,1528.36,12/01/24,Verde,M,Online,Urban Trends,Eco Fabrics Ltd.,Bangladesh,Cuero
P0273,Camiseta algodón,48,1221.6,12/01/24,Negro,S,Tienda física,Sporty Vibes,Global Textiles Inc.,Turquía,Poliéster
P0274,Bufanda de lana,39,2059.2,12/01/24,Blanco,L,Online,Urban Trends,Global Textiles Inc.,Turquía,Algodón
P0275,Vestido estampado,15,572.25,12/01/24,Negro,L,Tienda física,Sporty Vibes,HighTech Materials S.A.,Turquía,Algodón
P0276,Zapatos de cuero,2,80.44,12/01/24,Azul,S,Tienda física,Classic Elegance,Global Textiles Inc.,Turquía,Cuero
P0277,Vestido estampado,8,305.2,12/01/24,Rojo,M,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,Bangladesh,Poliéster
P0278,Bufanda de lana,44,2323.2,12/01/24,Blanco,XL,Tienda física,Classic Elegance,HighTech Materials S.A.,India,Algodón
P0279,Camiseta algodón,43,1094.35,12/01/24,Negro,XL,Tienda física,Classic Elegance,Global Textiles Inc.,México,Denim
P0280,Zapatos de cuero,6,241.32,12/01/24,Rojo,XL,Online,Modern Fusion,HighTech Materials S.A.,México,Poliéster
P0281,Zapatos de cuero,20,804.4,12/01/24,Verde,S,Tienda física,Classic Elegance,HighTech Materials S.A.,México,Lana
P0282,Vestido estampado,27,1030.05,12/01/24,Negro,M,Tienda física,Sporty Vibes,Global Textiles Inc.,México,Denim
P0283,Bufanda de lana,45,2376,12/01/24,Blanco,S,Online,Urban Trends,Eco Fabrics Ltd.,Bangladesh,Poliéster
P0284,Pantalón denim,23,1977.77,12/01/24,Azul,XL,Online,Modern Fusion,Global Textiles Inc.,India,Cuero
P0285,Zapatos de cuero,48,1930.56,12/01/24,Rojo,L,Online,Modern Fusion,Global Textiles Inc.,Bangladesh,Algodón
P0286,Camiseta algodón,40,1018,12/01/24,Rojo,L,Online,Modern Fusion,Global Textiles Inc.,India,Denim
P0287,Zapatos de cuero,17,683.74,12/01/24,Azul,L,Tienda física,Sporty Vibes,Global Textiles Inc.,Bangladesh,Cuero
P0288,Zapatos de cuero,13,522.86,12/01/24,Blanco,XL,Online,Urban Trends,Global Textiles Inc.,China,Poliéster
P0289,Pantalón denim,4,343.96,13/01/24,Verde,M,Online,Modern Fusion,Global Textiles Inc.,India,Lana
P0290,Pantalón denim,20,1719.8,13/01/24,Azul,XL,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,México,Algodón
P0291,Bufanda de lana,42,2217.6,13/01/24,Verde,S,Tienda física,Classic Elegance,HighTech Materials S.A.,India,Algodón
P0292,Zapatos de cuero,25,1005.5,13/01/24,Blanco,M,Online,Modern Fusion,Eco Fabrics Ltd.,Turquía,Denim
P0293,Zapatos de cuero,22,884.84,13/01/24,Negro,L,Online,Modern Fusion,Global Textiles Inc.,India,Cuero
P0294,Vestido estampado,48,1831.2,13/01/24,Negro,M,Tienda física,Classic Elegance,Eco Fabrics Ltd.,Turquía,Poliéster
P0295,Vestido estampado,17,648.55,13/01/24,Blanco,M,Tienda física,Sporty Vibes,HighTech Materials S.A.,Turquía,Poliéster
P0296,Camiseta algodón,40,1018,13/01/24,Verde,XL,Online,Modern Fusion,Eco Fabrics Ltd.,China,Cuero
P0297,Camiseta algodón,11,279.95,13/01/24,Azul,M,Online,Modern Fusion,Global Textiles Inc.,India,Algodón
P0298,Vestido estampado,25,953.75,13/01/24,Blanco,XL,Online,Urban Trends,HighTech Materials S.A.,China,Cuero
P0299,Camiseta algodón,5,127.25,13/01/24,Blanco,S,Online,Modern Fusion,Global Textiles Inc.,México,Poliéster
P0300,Zapatos de cuero,21,844.62,13/01/24,Negro,M,Online,Modern Fusion,Global Textiles Inc.,India,Cuero
P0301,Pantalón denim,26,2235.74,13/01/24,Azul,M,Tienda física,Classic Elegance,HighTech Materials S.A.,Bangladesh,Algodón
P0302,Zapatos de cuero,16,643.52,13/01/24,Negro,M,Tienda física,Classic Elegance,HighTech Materials S.A.,Bangladesh,Denim
P0303,Vestido estampado,40,1526,13/01/24,Verde,L,Tienda física,Classic Elegance,Global Textiles Inc.,Bangladesh,Algodón
P0304,Bufanda de lana,21,1108.8,13/01/24,Verde,XL,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,Turquía,Lana
P0305,Bufanda de lana,48,2534.4,13/01/24,Rojo,XL,Tienda física,Classic Elegance,HighTech Materials S.A.,Bangladesh,Lana
P0306,Vestido estampado,32,1220.8,13/01/24,Blanco,L,Online,Modern Fusion,Eco Fabrics Ltd.,México,Cuero
P0307,Zapatos de cuero,4,160.88,13/01/24,Azul,XL,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,India,Algodón
P0308,Camiseta algodón,38,967.1,13/01/24,Azul,S,Online,Urban Trends,HighTech Materials S.A.,India,Algodón
P0309,Camiseta algodón,8,203.6,13/01/24,Negro,L,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,Turquía,Poliéster
P0310,Bufanda de lana,9,475.2,13/01/24,Negro,XL,Tienda física,Sporty Vibes,HighTech Materials S.A.,Turquía,Denim
P0311,Vestido estampado,45,1716.75,13/01/24,Azul,S,Tienda física,Sporty Vibes,HighTech Materials S.A.,Turquía,Algodón
P0312,Vestido estampado,17,648.55,13/01/24,Negro,XL,Online,Urban Trends,HighTech Materials S.A.,México,Cuero
P0313,Pantalón denim,41,3525.59,14/01/24,Rojo,L,Tienda física,Sporty Vibes,HighTech Materials S.A.,India,Poliéster
P0314,Bufanda de lana,13,686.4,14/01/24,Blanco,XL,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,China,Poliéster
P0315,Vestido estampado,9,343.35,14/01/24,Rojo,S,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,Turquía,Cuero
P0316,Pantalón denim,6,515.94,14/01/24,Verde,S,Tienda física,Sporty Vibes,HighTech Materials S.A.,Bangladesh,Cuero
P0317,Camiseta algodón,27,687.15,14/01/24,Azul,S,Online,Modern Fusion,HighTech Materials S.A.,China,Algodón
P0318,Bufanda de lana,42,2217.6,14/01/24,Rojo,XL,Online,Urban Trends,HighTech Materials S.A.,China,Algodón
P0319,Bufanda de lana,37,1953.6,14/01/24,Rojo,L,Online,Modern Fusion,HighTech Materials S.A.,Turquía,Poliéster
P0320,Vestido estampado,39,1487.85,14/01/24,Negro,XL,Tienda física,Sporty Vibes,Global Textiles Inc.,Bangladesh,Poliéster
P0321,Vestido estampado,43,1640.45,14/01/24,Negro,M,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,Turquía,Denim
P0322,Zapatos de cuero,24,965.28,14/01/24,Negro,L,Online,Modern Fusion,Eco Fabrics Ltd.,Turquía,Poliéster
P0323,Camiseta algodón,9,229.05,14/01/24,Verde,M,Online,Modern Fusion,HighTech Materials S.A.,Bangladesh,Cuero
P0324,Camiseta algodón,42,1068.9,14/01/24,Rojo,XL,Online,Modern Fusion,Global Textiles Inc.,China,Cuero
P0325,Pantalón denim,11,945.89,14/01/24,Blanco,L,Online,Urban Trends,Global Textiles Inc.,China,Denim
P0326,Pantalón denim,35,3009.65,14/01/24,Negro,M,Tienda física,Sporty Vibes,Global Textiles Inc.,Bangladesh,Lana
P0327,Zapatos de cuero,29,1166.38,14/01/24,Verde,XL,Online,Modern Fusion,HighTech Materials S.A.,China,Lana
P0328,Camiseta algodón,8,203.6,14/01/24,Verde,L,Online,Urban Trends,Global Textiles Inc.,México,Cuero
P0329,Pantalón denim,17,1461.83,14/01/24,Negro,S,Online,Modern Fusion,HighTech Materials S.A.,Turquía,Lana
P0330,Camiseta algodón,7,178.15,14/01/24,Azul,S,Tienda física,Classic Elegance,Global Textiles Inc.,México,Lana
P0331,Camiseta algodón,12,305.4,14/01/24,Rojo,S,Online,Modern Fusion,HighTech Materials S.A.,México,Denim
P0332,Pantalón denim,48,4127.52,14/01/24,Negro,M,Tienda física,Classic Elegance,HighTech Materials S.A.,México,Poliéster
P0333,Vestido estampado,15,572.25,14/01/24,Blanco,M,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,India,Poliéster
P0334,Vestido estampado,29,1106.35,14/01/24,Rojo,XL,Online,Modern Fusion,HighTech Materials S.A.,India,Lana
P0335,Pantalón denim,45,3869.55,14/01/24,Verde,S,Tienda física,Classic Elegance,Global Textiles Inc.,México,Algodón
P0336,Zapatos de cuero,24,965.28,14/01/24,Blanco,M,Tienda física,Classic Elegance,Eco Fabrics Ltd.,Turquía,Denim
P0337,Bufanda de lana,37,1953.6,15/01/24,Rojo,S,Online,Modern Fusion,Global Textiles Inc.,México,Lana
P0338,Camiseta algodón,14,356.3,15/01/24,Blanco,XL,Online,Modern Fusion,HighTech Materials S.A.,México,Algodón
P0339,Bufanda de lana,11,580.8,15/01/24,Verde,L,Online,Modern Fusion,Eco Fabrics Ltd.,India,Algodón
P0340,Pantalón denim,35,3009.65,15/01/24,Negro,M,Tienda física,Classic Elegance,HighTech Materials S.A.,México,Denim
P0341,Camiseta algodón,17,432.65,15/01/24,Blanco,M,Tienda física,Classic Elegance,HighTech Materials S.A.,Turquía,Poliéster
P0342,Bufanda de lana,27,1425.6,15/01/24,Negro,L,Tienda física,Sporty Vibes,Global Textiles Inc.,Turquía,Cuero
P0343,Vestido estampado,44,1678.6,15/01/24,Verde,M,Online,Modern Fusion,Global Textiles Inc.,México,Algodón
P0344,Zapatos de cuero,3,120.66,15/01/24,Verde,XL,Tienda física,Sporty Vibes,Global Textiles Inc.,Turquía,Cuero
P0345,Bufanda de lana,2,105.6,15/01/24,Blanco,M,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,México,Cuero
P0346,Zapatos de cuero,4,160.88,15/01/24,Blanco,M,Online,Modern Fusion,Global Textiles Inc.,India,Denim
P0347,Vestido estampado,18,686.7,15/01/24,Verde,L,Online,Modern Fusion,HighTech Materials S.A.,México,Poliéster
P0348,Bufanda de lana,20,1056,15/01/24,Blanco,XL,Online,Modern Fusion,Eco Fabrics Ltd.,China,Denim
P0349,Pantalón denim,21,1805.79,15/01/24,Blanco,S,Online,Modern Fusion,Global Textiles Inc.,India,Algodón
P0350,Camiseta algodón,14,356.3,15/01/24,Blanco,S,Tienda física,Sporty Vibes,Global Textiles Inc.,Turquía,Poliéster
P0351,Vestido estampado,8,305.2,15/01/24,Blanco,L,Online,Urban Trends,Global Textiles Inc.,Turquía,Lana
P0352,Zapatos de cuero,2,80.44,15/01/24,Rojo,XL,Online,Urban Trends,HighTech Materials S.A.,India,Poliéster
P0353,Zapatos de cuero,26,1045.72,15/01/24,Verde,L,Tienda física,Sporty Vibes,Global Textiles Inc.,China,Denim
P0354,Vestido estampado,19,724.85,15/01/24,Verde,L,Tienda física,Sporty Vibes,HighTech Materials S.A.,India,Denim
P0355,Pantalón denim,42,3611.58,15/01/24,Azul,S,Online,Urban Trends,Eco Fabrics Ltd.,Bangladesh,Cuero
P0356,Pantalón denim,28,2407.72,15/01/24,Negro,XL,Tienda física,Sporty Vibes,Global Textiles Inc.,China,Lana
P0357,Zapatos de cuero,29,1166.38,15/01/24,Azul,XL,Online,Modern Fusion,HighTech Materials S.A.,India,Poliéster
P0358,Vestido estampado,5,190.75,15/01/24,Blanco,L,Online,Urban Trends,Global Textiles Inc.,Bangladesh,Lana
P0359,Vestido estampado,43,1640.45,15/01/24,Blanco,S,Tienda física,Sporty Vibes,Global Textiles Inc.,México,Cuero
P0360,Camiseta algodón,28,712.6,15/01/24,Rojo,XL,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,China,Lana
P0361,Zapatos de cuero,41,1649.02,16/01/24,Rojo,L,Online,Urban Trends,Eco Fabrics Ltd.,México,Lana
P0362,Pantalón denim,48,4127.52,16/01/24,Rojo,M,Online,Modern Fusion,HighTech Materials S.A.,Bangladesh,Poliéster
P0363,Bufanda de lana,26,1372.8,16/01/24,Rojo,S,Online,Modern Fusion,HighTech Materials S.A.,Turquía,Lana
P0364,Pantalón denim,5,429.95,16/01/24,Rojo,XL,Online,Modern Fusion,HighTech Materials S.A.,Turquía,Cuero
P0365,Pantalón denim,15,1289.85,16/01/24,Rojo,XL,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,Turquía,Algodón
P0366,Bufanda de lana,46,2428.8,16/01/24,Rojo,XL,Online,Urban Trends,HighTech Materials S.A.,México,Algodón
P0367,Zapatos de cuero,9,361.98,16/01/24,Rojo,S,Online,Urban Trends,Eco Fabrics Ltd.,China,Denim
P0368,Camiseta algodón,32,814.4,16/01/24,Rojo,L,Online,Modern Fusion,Eco Fabrics Ltd.,México,Algodón
P0369,Pantalón denim,26,2235.74,16/01/24,Verde,M,Online,Modern Fusion,Global Textiles Inc.,México,Poliéster
P0370,Pantalón denim,37,3181.63,16/01/24,Rojo,XL,Online,Urban Trends,Global Textiles Inc.,Turquía,Denim
P0371,Zapatos de cuero,15,603.3,16/01/24,Negro,S,Tienda física,Classic Elegance,HighTech Materials S.A.,México,Algodón
P0372,Zapatos de cuero,41,1649.02,16/01/24,Rojo,XL,Online,Modern Fusion,Eco Fabrics Ltd.,Bangladesh,Algodón
P0373,Vestido estampado,4,152.6,16/01/24,Blanco,L,Online,Urban Trends,Eco Fabrics Ltd.,India,Denim
P0374,Zapatos de cuero,36,1447.92,16/01/24,Blanco,M,Online,Modern Fusion,Eco Fabrics Ltd.,India,Poliéster
P0375,Zapatos de cuero,20,804.4,16/01/24,Rojo,XL,Tienda física,Sporty Vibes,Global Textiles Inc.,India,Denim
P0376,Pantalón denim,27,2321.73,16/01/24,Rojo,S,Online,Urban Trends,Eco Fabrics Ltd.,Turquía,Poliéster
P0377,Camiseta algodón,21,534.45,16/01/24,Blanco,L,Tienda física,Classic Elegance,HighTech Materials S.A.,Turquía,Poliéster
P0378,Pantalón denim,22,1891.78,16/01/24,Negro,M,Tienda física,Sporty Vibes,HighTech Materials S.A.,India,Cuero
P0379,Zapatos de cuero,7,281.54,16/01/24,Azul,S,Tienda física,Sporty Vibes,Global Textiles Inc.,China,Algodón
P0380,Vestido estampado,47,1793.05,16/01/24,Verde,XL,Online,Modern Fusion,HighTech Materials S.A.,India,Algodón
P0381,Camiseta algodón,31,788.95,16/01/24,Blanco,S,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,México,Lana
P0382,Vestido estampado,17,648.55,16/01/24,Rojo,M,Online,Modern Fusion,Eco Fabrics Ltd.,India,Denim
P0383,Bufanda de lana,7,369.6,16/01/24,Verde,L,Tienda física,Classic Elegance,HighTech Materials S.A.,India,Cuero
P0384,Vestido estampado,19,724.85,16/01/24,Rojo,L,Tienda física,Sporty Vibes,Global Textiles Inc.,China,Algodón
P0385,Vestido estampado,28,1068.2,17/01/24,Azul,XL,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,Turquía,Lana
P0386,Zapatos de cuero,10,402.2,17/01/24,Azul,XL,Online,Urban Trends,Eco Fabrics Ltd.,Turquía,Cuero
P0387,Zapatos de cuero,27,1085.94,17/01/24,Blanco,XL,Online,Modern Fusion,Global Textiles Inc.,México,Poliéster
P0388,Zapatos de cuero,13,522.86,17/01/24,Verde,XL,Online,Urban Trends,Eco Fabrics Ltd.,India,Algodón
P0389,Zapatos de cuero,2,80.44,17/01/24,Verde,M,Online,Modern Fusion,HighTech Materials S.A.,Bangladesh,Denim
P0390,Zapatos de cuero,22,884.84,17/01/24,Azul,XL,Tienda física,Classic Elegance,HighTech Materials S.A.,México,Cuero
P0391,Vestido estampado,20,763,17/01/24,Rojo,S,Tienda física,Sporty Vibes,Global Textiles Inc.,Turquía,Lana
P0392,Bufanda de lana,43,2270.4,17/01/24,Blanco,M,Tienda física,Sporty Vibes,Global Textiles Inc.,China,Denim
P0393,Zapatos de cuero,5,201.1,17/01/24,Negro,M,Online,Urban Trends,HighTech Materials S.A.,Turquía,Poliéster
P0394,Bufanda de lana,6,316.8,17/01/24,Azul,XL,Online,Modern Fusion,Global Textiles Inc.,Turquía,Denim
P0395,Bufanda de lana,35,1848,17/01/24,Azul,M,Online,Modern Fusion,HighTech Materials S.A.,China,Lana
P0396,Pantalón denim,1,85.99,17/01/24,Blanco,S,Online,Modern Fusion,Global Textiles Inc.,India,Poliéster
P0397,Pantalón denim,35,3009.65,17/01/24,Rojo,M,Tienda física,Classic Elegance,HighTech Materials S.A.,India,Lana
P0398,Camiseta algodón,3,76.35,17/01/24,Verde,M,Online,Urban Trends,Eco Fabrics Ltd.,Turquía,Algodón
P0399,Pantalón denim,36,3095.64,17/01/24,Azul,S,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,México,Lana
P0400,Zapatos de cuero,7,281.54,17/01/24,Blanco,S,Tienda física,Classic Elegance,HighTech Materials S.A.,Bangladesh,Denim
P0401,Bufanda de lana,29,1531.2,17/01/24,Blanco,M,Online,Modern Fusion,Eco Fabrics Ltd.,México,Algodón
P0402,Camiseta algodón,15,381.75,17/01/24,Blanco,L,Online,Urban Trends,HighTech Materials S.A.,México,Algodón
P0403,Pantalón denim,11,945.89,17/01/24,Verde,M,Tienda física,Classic Elegance,Global Textiles Inc.,Turquía,Cuero
P0404,Vestido estampado,18,686.7,17/01/24,Azul,S,Tienda física,Classic Elegance,Eco Fabrics Ltd.,Turquía,Denim
P0405,Camiseta algodón,44,1119.8,17/01/24,Blanco,S,Online,Modern Fusion,Eco Fabrics Ltd.,Bangladesh,Denim
P0406,Zapatos de cuero,4,160.88,17/01/24,Verde,S,Tienda física,Classic Elegance,Eco Fabrics Ltd.,Bangladesh,Poliéster
P0407,Bufanda de lana,24,1267.2,17/01/24,Rojo,L,Tienda física,Classic Elegance,HighTech Materials S.A.,Bangladesh,Lana
P0408,Zapatos de cuero,11,442.42,17/01/24,Negro,S,Online,Urban Trends,Eco Fabrics Ltd.,Turquía,Lana
P0409,Zapatos de cuero,6,241.32,18/01/24,Azul,XL,Online,Modern Fusion,Global Textiles Inc.,Turquía,Denim
P0410,Vestido estampado,18,686.7,18/01/24,Verde,XL,Online,Modern Fusion,Eco Fabrics Ltd.,México,Lana
P0411,Vestido estampado,15,572.25,18/01/24,Negro,L,Tienda física,Classic Elegance,Global Textiles Inc.,Turquía,Denim
P0412,Bufanda de lana,3,158.4,18/01/24,Negro,S,Tienda física,Classic Elegance,Eco Fabrics Ltd.,India,Algodón
P0413,Pantalón denim,17,1461.83,18/01/24,Verde,S,Online,Urban Trends,Eco Fabrics Ltd.,India,Lana
P0414,Zapatos de cuero,33,1327.26,18/01/24,Verde,XL,Online,Modern Fusion,Global Textiles Inc.,Bangladesh,Lana
P0415,Pantalón denim,34,2923.66,18/01/24,Verde,XL,Online,Modern Fusion,Eco Fabrics Ltd.,Turquía,Denim
P0416,Bufanda de lana,30,1584,18/01/24,Blanco,M,Tienda física,Classic Elegance,Global Textiles Inc.,India,Denim
P0417,Zapatos de cuero,19,764.18,18/01/24,Rojo,L,Online,Modern Fusion,Global Textiles Inc.,México,Poliéster
P0418,Pantalón denim,9,773.91,18/01/24,Blanco,M,Tienda física,Classic Elegance,Global Textiles Inc.,China,Lana
P0419,Zapatos de cuero,40,1608.8,18/01/24,Negro,L,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,México,Cuero
P0420,Vestido estampado,44,1678.6,18/01/24,Negro,S,Tienda física,Classic Elegance,Eco Fabrics Ltd.,China,Denim
P0421,Vestido estampado,31,1182.65,18/01/24,Negro,S,Tienda física,Sporty Vibes,Global Textiles Inc.,México,Cuero
P0422,Camiseta algodón,27,687.15,18/01/24,Verde,L,Tienda física,Classic Elegance,Eco Fabrics Ltd.,India,Algodón
P0423,Bufanda de lana,47,2481.6,18/01/24,Azul,M,Online,Modern Fusion,HighTech Materials S.A.,Turquía,Algodón
P0424,Pantalón denim,25,2149.75,18/01/24,Blanco,XL,Online,Modern Fusion,Global Textiles Inc.,China,Cuero
P0425,Zapatos de cuero,7,281.54,18/01/24,Azul,L,Tienda física,Sporty Vibes,Global Textiles Inc.,Turquía,Algodón
