ID_Producto,Producto,Cantidad,Precio_Total,Fecha_de_Venta,Color,Tamaño,Canal_de_Venta,Marca,Proveedor,Pais_de_Origen,Material
P0190,Camiseta algodón,39,992.55,"Monday, 8 January 2024",Blanco,M,Tienda física,Sporty Vibes,Global Textiles Inc.,México,Lana
P0191,Vestido estampado,30,1144.5,"Monday, 8 January 2024",Verde,M,Tienda física,Classic Elegance,Eco Fabrics Ltd.,México,Lana
P0192,Camiseta algodón,10,254.5,"Monday, 8 January 2024",Verde,L,Tienda física,Sporty Vibes,Global Textiles Inc.,México,Algodón
P0193,Zapatos de cuero,23,925.06,"Tuesday, 9 January 2024",Negro,XL,Online,Modern Fusion,HighTech Materials S.A.,Turquía,Poliéster
P0194,Zapatos de cuero,24,965.28,"Tuesday, 9 January 2024",Blanco,XL,Tienda física,Classic Elegance,HighTech Materials S.A.,Turquía,Cuero
P0195,Bufanda de lana,36,1900.8,"Tuesday, 9 January 2024",Blanco,L,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,México,Poliéster
P0196,Camiseta algodón,5,127.25,"Tuesday, 9 January 2024",Verde,S,Online,Modern Fusion,HighTech Materials S.A.,Bangladesh,Lana
P0197,Pantalón denim,37,3181.63,"Tuesday, 9 January 2024",Rojo,XL,Tienda física,Sporty Vibes,Global Textiles Inc.,China,Lana
P0198,Vestido estampado,43,1640.45,"Tuesday, 9 January 2024",Negro,L,Tienda física,Classic Elegance,Global Textiles Inc.,India,Cuero
P0199,Pantalón denim,19,1633.81,"Tuesday, 9 January 2024",Rojo,S,Tienda física,Classic Elegance,HighTech Materials S.A.,Turquía,Denim
P0200,Pantalón denim,37,3181.63,"Tuesday, 9 January 2024",Verde,L,Online,Modern Fusion,Eco Fabrics Ltd.,China,Cuero
P0201,Vestido estampado,8,305.2,"Tuesday, 9 January 2024",Blanco,M,Online,Modern Fusion,Eco Fabrics Ltd.,Turquía,Cuero
P0202,Zapatos de cuero,7,281.54,"Tuesday, 9 January 2024",Blanco,M,Tienda física,Sporty Vibes,HighTech Materials S.A.,Turquía,Algodón
P0203,Bufanda de lana,40,2112,"Tuesday, 9 January 2024",Rojo,S,Tienda física,Sporty Vibes,Global Textiles Inc.,Turquía,Denim
P0204,Zapatos de cuero,13,522.86,"Tuesday, 9 January 2024",Azul,S,Online,Urban Trends,HighTech Materials S.A.,México,Poliéster
P0205,Zapatos de cuero,37,1488.14,"Tuesday, 9 January 2024",Verde,M,Online,Modern Fusion,HighTech Materials S.A.,México,Denim
P0206,Camiseta algodón,27,687.15,"Tuesday, 9 January 2024",Blanco,XL,Tienda física,Classic Elegance,Eco Fabrics Ltd.,Turquía,Cuero
P0207,Pantalón denim,18,1547.82,"Tuesday, 9 January 2024",Azul,XL,Online,Urban Trends,Global Textiles Inc.,Turquía,Cuero
P0208,Pantalón denim,24,2063.76,"Tuesday, 9 January 2024",Blanco,M,Online,Modern Fusion,Eco Fabrics Ltd.,India,Cuero
P0209,Pantalón denim,41,3525.59,"Tuesday, 9 January 2024",Blanco,XL,Online,Modern Fusion,Eco Fabrics Ltd.,China,Cuero
P0210,Bufanda de lana,2,105.6,"Tuesday, 9 January 2024",Azul,M,Tienda física,Sporty Vibes,Global Textiles Inc.,China,Cuero
P0211,Bufanda de lana,16,844.8,"Tuesday, 9 January 2024",Rojo,L,Tienda física,Classic Elegance,Global Textiles Inc.,Bangladesh,Denim
P0212,Bufanda de lana,14,739.2,"Tuesday, 9 January 2024",Verde,L,Online,Modern Fusion,Global Textiles Inc.,Bangladesh,Cuero
P0213,Vestido estampado,17,648.55,"Tuesday, 9 January 2024",Azul,L,Tienda física,Sporty Vibes,HighTech Materials S.A.,Bangladesh,Lana
P0214,Bufanda de lana,6,316.8,"Tuesday, 9 January 2024",Azul,XL,Online,Modern Fusion,Global Textiles Inc.,México,Lana
P0215,Camiseta algodón,35,890.75,"Tuesday, 9 January 2024",Blanco,L,Tienda física,Sporty Vibes,HighTech Materials S.A.,México,Algodón
P0216,Camiseta algodón,17,432.65,"Tuesday, 9 January 2024",Azul,S,Online,Modern Fusion,Eco Fabrics Ltd.,India,Poliéster
P0217,Zapatos de cuero,45,1809.9,"Wednesday, 10 January 2024",Verde,S,Online,Modern Fusion,Global Textiles Inc.,México,Lana
P0218,Zapatos de cuero,38,1528.36,"Wednesday, 10 January 2024",Rojo,L,Online,Modern Fusion,HighTech Materials S.A.,Bangladesh,Algodón
P0219,Zapatos de cuero,40,1608.8,"Wednesday, 10 January 2024",Rojo,S,Tienda física,Sporty Vibes,HighTech Materials S.A.,Turquía,Denim
P0220,Zapatos de cuero,6,241.32,"Wednesday, 10 January 2024",Rojo,L,Online,Urban Trends,HighTech Materials S.A.,Bangladesh,Poliéster
P0221,Camiseta algodón,48,1221.6,"Wednesday, 10 January 2024",Verde,L,Online,Modern Fusion,HighTech Materials S.A.,India,Cuero
P0222,Zapatos de cuero,38,1528.36,"Wednesday, 10 January 2024",Blanco,M,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,Turquía,Cuero
P0223,Camiseta algodón,49,1247.05,"Wednesday, 10 January 2024",Verde,L,Online,Modern Fusion,Global Textiles Inc.,México,Denim
P0224,Bufanda de lana,21,1108.8,"Wednesday, 10 January 2024",Azul,S,Tienda física,Sporty Vibes,Global Textiles Inc.,Turquía,Poliéster
P0225,Bufanda de lana,35,1848,"Wednesday, 10 January 2024",Negro,XL,Tienda física,Classic Elegance,Global Textiles Inc.,India,Lana
P0226,Vestido estampado,23,877.45,"Wednesday, 10 January 2024",Negro,L,Tienda física,Sporty Vibes,Global Textiles Inc.,México,Poliéster
P0227,Zapatos de cuero,12,482.64,"Wednesday, 10 January 2024",Negro,M,Online,Urban Trends,Global Textiles Inc.,China,Algodón
P0228,Bufanda de lana,29,1531.2,"Wednesday, 10 January 2024",Rojo,S,Tienda física,Classic Elegance,Global Textiles Inc.,Bangladesh,Denim
P0229,Bufanda de lana,27,1425.6,"Wednesday, 10 January 2024",Verde,M,Tienda física,Sporty Vibes,HighTech Materials S.A.,Bangladesh,Lana
P0230,Pantalón denim,6,515.94,"Wednesday, 10 January 2024",Verde,L,Tienda física,Sporty Vibes,Global Textiles Inc.,India,Poliéster
P0231,Pantalón denim,21,1805.79,"Wednesday, 10 January 2024",Rojo,L,Online,Urban Trends,HighTech Materials S.A.,India,Poliéster
P0232,Camiseta algodón,7,178.15,"Wednesday, 10 January 2024",Azul,L,Online,Modern Fusion,Eco Fabrics Ltd.,Bangladesh,Lana
P0233,Vestido estampado,43,1640.45,"Wednesday, 10 January 2024",Negro,L,Tienda física,Sporty Vibes,HighTech Materials S.A.,Turquía,Algodón
P0234,Pantalón denim,41,3525.59,"Wednesday, 10 January 2024",Negro,S,Online,Modern Fusion,Eco Fabrics Ltd.,China,Algodón
P0235,Vestido estampado,16,610.4,"Wednesday, 10 January 2024",Rojo,XL,Tienda física,Classic Elegance,Global Textiles Inc.,China,Poliéster
P0236,Bufanda de lana,5,264,"Wednesday, 10 January 2024",Negro,L,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,India,Cuero
P0237,Camiseta algodón,15,381.75,"Wednesday, 10 January 2024",Blanco,M,Online,Modern Fusion,Eco Fabrics Ltd.,India,Lana
P0238,Vestido estampado,21,801.15,"Wednesday, 10 January 2024",Verde,S,Tienda física,Classic Elegance,HighTech Materials S.A.,Turquía,Algodón
P0239,Pantalón denim,4,343.96,"Wednesday, 10 January 2024",Negro,S,Online,Modern Fusion,HighTech Materials S.A.,India,Algodón
P0240,Bufanda de lana,5,264,"Wednesday, 10 January 2024",Negro,S,Online,Urban Trends,Eco Fabrics Ltd.,China,Algodón
P0241,Zapatos de cuero,7,281.54,"Thursday, 11 January 2024",Blanco,M,Tienda física,Classic Elegance,Eco Fabrics Ltd.,Bangladesh,Denim
P0242,Bufanda de lana,35,1848,"Thursday, 11 January 2024",Azul,XL,Online,Urban Trends,Global Textiles Inc.,China,Cuero
P0243,Pantalón denim,36,3095.64,"Thursday, 11 January 2024",Azul,M,Online,Modern Fusion,HighTech Materials S.A.,Turquía,Algodón
P0244,Pantalón denim,15,1289.85,"Thursday, 11 January 2024",Blanco,M,Tienda física,Classic Elegance,Eco Fabrics Ltd.,Bangladesh,Cuero
P0245,Zapatos de cuero,28,1126.16,"Thursday, 11 January 2024",Azul,M,Tienda física,Classic Elegance,HighTech Materials S.A.,Bangladesh,Poliéster
P0246,Bufanda de lana,2,105.6,"Thursday, 11 January 2024",Rojo,L,Online,Modern Fusion,Global Textiles Inc.,China,Poliéster
P0247,Vestido estampado,5,190.75,"Thursday, 11 January 2024",Blanco,L,Tienda física,Sporty Vibes,Global Textiles Inc.,Bangladesh,Denim
P0248,Vestido estampado,7,267.05,"Thursday, 11 January 2024",Verde,M,Online,Modern Fusion,Eco Fabrics Ltd.,Bangladesh,Cuero
P0249,Bufanda de lana,22,1161.6,"Thursday, 11 January 2024",Verde,M,Online,Urban Trends,Global Textiles Inc.,India,Lana
P0250,Vestido estampado,49,1869.35,"Thursday, 11 January 2024",Verde,L,Tienda física,Classic Elegance,Eco Fabrics Ltd.,Bangladesh,Denim
P0251,Bufanda de lana,31,1636.8,"Thursday, 11 January 2024",Negro,L,Online,Modern Fusion,HighTech Materials S.A.,Turquía,Algodón
P0252,Bufanda de lana,32,1689.6,"Thursday, 11 January 2024",Blanco,XL,Online,Modern Fusion,HighTech Materials S.A.,Bangladesh,Poliéster
P0253,Pantalón denim,8,687.92,"Thursday, 11 January 2024",Blanco,M,Online,Modern Fusion,Eco Fabrics Ltd.,India,Poliéster
P0254,Camiseta algodón,41,1043.45,"Thursday, 11 January 2024",Azul,S,Tienda física,Classic Elegance,Eco Fabrics Ltd.,México,Lana
P0255,Pantalón denim,42,3611.58,"Thursday, 11 January 2024",Blanco,XL,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,México,Denim
P0256,Vestido estampado,11,419.65,"Thursday, 11 January 2024",Blanco,S,Tienda física,Classic Elegance,HighTech Materials S.A.,Turquía,Cuero
P0257,Camiseta algodón,1,25.45,"Thursday, 11 January 2024",Azul,XL,Tienda física,Sporty Vibes,HighTech Materials S.A.,Turquía,Poliéster
P0258,Bufanda de lana,47,2481.6,"Thursday, 11 January 2024",Blanco,M,Tienda física,Sporty Vibes,Global Textiles Inc.,Bangladesh,Algodón
P0259,Vestido estampado,40,1526,"Thursday, 11 January 2024",Blanco,S,Tienda física,Sporty Vibes,Global Textiles Inc.,Bangladesh,Lana
P0260,Zapatos de cuero,19,764.18,"Thursday, 11 January 2024",Rojo,L,Online,Modern Fusion,HighTech Materials S.A.,México,Lana
P0261,Vestido estampado,44,1678.6,"Thursday, 11 January 2024",Azul,XL,Online,Urban Trends,HighTech Materials S.A.,México,Lana
P0262,Camiseta algodón,38,967.1,"Thursday, 11 January 2024",Rojo,S,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,China,Algodón
P0263,Camiseta algodón,42,1068.9,"Thursday, 11 January 2024",Negro,XL,Online,Modern Fusion,HighTech Materials S.A.,México,Lana
P0264,Bufanda de lana,37,1953.6,"Thursday, 11 January 2024",Azul,M,Online,Urban Trends,HighTech Materials S.A.,México,Cuero
P0265,Zapatos de cuero,7,281.54,"Friday, 12 January 2024",Blanco,S,Tienda física,Sporty Vibes,Global Textiles Inc.,Turquía,Cuero
P0266,Bufanda de lana,39,2059.2,"Friday, 12 January 2024",Blanco,S,Online,Modern Fusion,Global Textiles Inc.,China,Denim
P0267,Zapatos de cuero,25,1005.5,"Friday, 12 January 2024",Rojo,S,Online,Modern Fusion,Eco Fabrics Ltd.,China,Denim
P0268,Zapatos de cuero,22,884.84,"Friday, 12 January 2024",Rojo,XL,Online,Modern Fusion,Global Textiles Inc.,Bangladesh,Cuero
P0269,Bufanda de lana,27,1425.6,"Friday, 12 January 2024",Negro,L,Online,Modern Fusion,Eco Fabrics Ltd.,Bangladesh,Algodón
P0270,Vestido estampado,41,1564.15,"Friday, 12 January 2024",Negro,L,Online,Urban Trends,HighTech Materials S.A.,China,Denim
P0271,Pantalón denim,47,4041.53,"Friday, 12 January 2024",Blanco,L,Online,Modern Fusion,HighTech Materials S.A.,China,Lana
P0272,Zapatos de cuero,38,1528.36,"Friday, 12 January 2024",Verde,M,Online,Urban Trends,Eco Fabrics Ltd.,Bangladesh,Cuero
P0273,Camiseta algodón,48,1221.6,"Friday, 12 January 2024",Negro,S,Tienda física,Sporty Vibes,Global Textiles Inc.,Turquía,Poliéster
P0274,Bufanda de lana,39,2059.2,"Friday, 12 January 2024",Blanco,L,Online,Urban Trends,Global Textiles Inc.,Turquía,Algodón
P0275,Vestido estampado,15,572.25,"Friday, 12 January 2024",Negro,L,Tienda física,Sporty Vibes,HighTech Materials S.A.,Turquía,Algodón
P0276,Zapatos de cuero,2,80.44,"Friday, 12 January 2024",Azul,S,Tienda física,Classic Elegance,Global Textiles Inc.,Turquía,Cuero
P0277,Vestido estampado,8,305.2,"Friday, 12 January 2024",Rojo,M,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,Bangladesh,Poliéster
P0278,Bufanda de lana,44,2323.2,"Friday, 12 January 2024",Blanco,XL,Tienda física,Classic Elegance,HighTech Materials S.A.,India,Algodón
P0279,Camiseta algodón,43,1094.35,"Friday, 12 January 2024",Negro,XL,Tienda física,Classic Elegance,Global Textiles Inc.,México,Denim
P0280,Zapatos de cuero,6,241.32,"Friday, 12 January 2024",Rojo,XL,Online,Modern Fusion,HighTech Materials S.A.,México,Poliéster
P0281,Zapatos de cuero,20,804.4,"Friday, 12 January 2024",Verde,S,Tienda física,Classic Elegance,HighTech Materials S.A.,México,Lana
P0282,Vestido estampado,27,1030.05,"Friday, 12 January 2024",Negro,M,Tienda física,Sporty Vibes,Global Textiles Inc.,México,Denim
P0283,Bufanda de lana,45,2376,"Friday, 12 January 2024",Blanco,S,Online,Urban Trends,Eco Fabrics Ltd.,Bangladesh,Poliéster
P0284,Pantalón denim,23,1977.77,"Friday, 12 January 2024",Azul,XL,Online,Modern Fusion,Global Textiles Inc.,India,Cuero
P0285,Zapatos de cuero,48,1930.56,"Friday, 12 January 2024",Rojo,L,Online,Modern Fusion,Global Textiles Inc.,Bangladesh,Algodón
P0286,Camiseta algodón,40,1018,"Friday, 12 January 2024",Rojo,L,Online,Modern Fusion,Global Textiles Inc.,India,Denim
P0287,Zapatos de cuero,17,683.74,"Friday, 12 January 2024",Azul,L,Tienda física,Sporty Vibes,Global Textiles Inc.,Bangladesh,Cuero
P0288,Zapatos de cuero,13,522.86,"Friday, 12 January 2024",Blanco,XL,Online,Urban Trends,Global Textiles Inc.,China,Poliéster
P0289,Pantalón denim,4,343.96,"Saturday, 13 January 2024",Verde,M,Online,Modern Fusion,Global Textiles Inc.,India,Lana
P0290,Pantalón denim,20,1719.8,"Saturday, 13 January 2024",Azul,XL,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,México,Algodón
P0291,Bufanda de lana,42,2217.6,"Saturday, 13 January 2024",Verde,S,Tienda física,Classic Elegance,HighTech Materials S.A.,India,Algodón
P0292,Zapatos de cuero,25,1005.5,"Saturday, 13 January 2024",Blanco,M,Online,Modern Fusion,Eco Fabrics Ltd.,Turquía,Denim
P0293,Zapatos de cuero,22,884.84,"Saturday, 13 January 2024",Negro,L,Online,Modern Fusion,Global Textiles Inc.,India,Cuero
P0294,Vestido estampado,48,1831.2,"Saturday, 13 January 2024",Negro,M,Tienda física,Classic Elegance,Eco Fabrics Ltd.,Turquía,Poliéster
P0295,Vestido estampado,17,648.55,"Saturday, 13 January 2024",Blanco,M,Tienda física,Sporty Vibes,HighTech Materials S.A.,Turquía,Poliéster
P0296,Camiseta algodón,40,1018,"Saturday, 13 January 2024",Verde,XL,Online,Modern Fusion,Eco Fabrics Ltd.,China,Cuero
P0297,Camiseta algodón,11,279.95,"Saturday, 13 January 2024",Azul,M,Online,Modern Fusion,Global Textiles Inc.,India,Algodón
P0298,Vestido estampado,25,953.75,"Saturday, 13 January 2024",Blanco,XL,Online,Urban Trends,HighTech Materials S.A.,China,Cuero
P0299,Camiseta algodón,5,127.25,"Saturday, 13 January 2024",Blanco,S,Online,Modern Fusion,Global Textiles Inc.,México,Poliéster
P0300,Zapatos de cuero,21,844.62,"Saturday, 13 January 2024",Negro,M,Online,Modern Fusion,Global Textiles Inc.,India,Cuero
P0301,Pantalón denim,26,2235.74,"Saturday, 13 January 2024",Azul,M,Tienda física,Classic Elegance,HighTech Materials S.A.,Bangladesh,Algodón
P0302,Zapatos de cuero,16,643.52,"Saturday, 13 January 2024",Negro,M,Tienda física,Classic Elegance,HighTech Materials S.A.,Bangladesh,Denim
P0303,Vestido estampado,40,1526,"Saturday, 13 January 2024",Verde,L,Tienda física,Classic Elegance,Global Textiles Inc.,Bangladesh,Algodón
P0304,Bufanda de lana,21,1108.8,"Saturday, 13 January 2024",Verde,XL,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,Turquía,Lana
P0305,Bufanda de lana,48,2534.4,"Saturday, 13 January 2024",Rojo,XL,Tienda física,Classic Elegance,HighTech Materials S.A.,Bangladesh,Lana
P0306,Vestido estampado,32,1220.8,"Saturday, 13 January 2024",Blanco,L,Online,Modern Fusion,Eco Fabrics Ltd.,México,Cuero
P0307,Zapatos de cuero,4,160.88,"Saturday, 13 January 2024",Azul,XL,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,India,Algodón
P0308,Camiseta algodón,38,967.1,"Saturday, 13 January 2024",Azul,S,Online,Urban Trends,HighTech Materials S.A.,India,Algodón
P0309,Camiseta algodón,8,203.6,"Saturday, 13 January 2024",Negro,L,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,Turquía,Poliéster
P0310,Bufanda de lana,9,475.2,"Saturday, 13 January 2024",Negro,XL,Tienda física,Sporty Vibes,HighTech Materials S.A.,Turquía,Denim
P0311,Vestido estampado,45,1716.75,"Saturday, 13 January 2024",Azul,S,Tienda física,Sporty Vibes,HighTech Materials S.A.,Turquía,Algodón
P0312,Vestido estampado,17,648.55,"Saturday, 13 January 2024",Negro,XL,Online,Urban Trends,HighTech Materials S.A.,México,Cuero
P0313,Pantalón denim,41,3525.59,"Sunday, 14 January 2024",Rojo,L,Tienda física,Sporty Vibes,HighTech Materials S.A.,India,Poliéster
P0314,Bufanda de lana,13,686.4,"Sunday, 14 January 2024",Blanco,XL,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,China,Poliéster
P0315,Vestido estampado,9,343.35,"Sunday, 14 January 2024",Rojo,S,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,Turquía,Cuero
P0316,Pantalón denim,6,515.94,"Sunday, 14 January 2024",Verde,S,Tienda física,Sporty Vibes,HighTech Materials S.A.,Bangladesh,Cuero
P0317,Camiseta algodón,27,687.15,"Sunday, 14 January 2024",Azul,S,Online,Modern Fusion,HighTech Materials S.A.,China,Algodón
P0318,Bufanda de lana,42,2217.6,"Sunday, 14 January 2024",Rojo,XL,Online,Urban Trends,HighTech Materials S.A.,China,Algodón
P0319,Bufanda de lana,37,1953.6,"Sunday, 14 January 2024",Rojo,L,Online,Modern Fusion,HighTech Materials S.A.,Turquía,Poliéster
P0320,Vestido estampado,39,1487.85,"Sunday, 14 January 2024",Negro,XL,Tienda física,Sporty Vibes,Global Textiles Inc.,Bangladesh,Poliéster
P0321,Vestido estampado,43,1640.45,"Sunday, 14 January 2024",Negro,M,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,Turquía,Denim
P0322,Zapatos de cuero,24,965.28,"Sunday, 14 January 2024",Negro,L,Online,Modern Fusion,Eco Fabrics Ltd.,Turquía,Poliéster
P0323,Camiseta algodón,9,229.05,"Sunday, 14 January 2024",Verde,M,Online,Modern Fusion,HighTech Materials S.A.,Bangladesh,Cuero
P0324,Camiseta algodón,42,1068.9,"Sunday, 14 January 2024",Rojo,XL,Online,Modern Fusion,Global Textiles Inc.,China,Cuero
P0325,Pantalón denim,11,945.89,"Sunday, 14 January 2024",Blanco,L,Online,Urban Trends,Global Textiles Inc.,China,Denim
P0326,Pantalón denim,35,3009.65,"Sunday, 14 January 2024",Negro,M,Tienda física,Sporty Vibes,Global Textiles Inc.,Bangladesh,Lana
P0327,Zapatos de cuero,29,1166.38,"Sunday, 14 January 2024",Verde,XL,Online,Modern Fusion,HighTech Materials S.A.,China,Lana
P0328,Camiseta algodón,8,203.6,"Sunday, 14 January 2024",Verde,L,Online,Urban Trends,Global Textiles Inc.,México,Cuero
P0329,Pantalón denim,17,1461.83,"Sunday, 14 January 2024",Negro,S,Online,Modern Fusion,HighTech Materials S.A.,Turquía,Lana
P0330,Camiseta algodón,7,178.15,"Sunday, 14 January 2024",Azul,S,Tienda física,Classic Elegance,Global Textiles Inc.,México,Lana
P0331,Camiseta algodón,12,305.4,"Sunday, 14 January 2024",Rojo,S,Online,Modern Fusion,HighTech Materials S.A.,México,Denim
P0332,Pantalón denim,48,4127.52,"Sunday, 14 January 2024",Negro,M,Tienda física,Classic Elegance,HighTech Materials S.A.,México,Poliéster
P0333,Vestido estampado,15,572.25,"Sunday, 14 January 2024",Blanco,M,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,India,Poliéster
P0334,Vestido estampado,29,1106.35,"Sunday, 14 January 2024",Rojo,XL,Online,Modern Fusion,HighTech Materials S.A.,India,Lana
P0335,Pantalón denim,45,3869.55,"Sunday, 14 January 2024",Verde,S,Tienda física,Classic Elegance,Global Textiles Inc.,México,Algodón
P0336,Zapatos de cuero,24,965.28,"Sunday, 14 January 2024",Blanco,M,Tienda física,Classic Elegance,Eco Fabrics Ltd.,Turquía,Denim
P0337,Bufanda de lana,37,1953.6,"Monday, 15 January 2024",Rojo,S,Online,Modern Fusion,Global Textiles Inc.,México,Lana
P0338,Camiseta algodón,14,356.3,"Monday, 15 January 2024",Blanco,XL,Online,Modern Fusion,HighTech Materials S.A.,México,Algodón
P0339,Bufanda de lana,11,580.8,"Monday, 15 January 2024",Verde,L,Online,Modern Fusion,Eco Fabrics Ltd.,India,Algodón
P0340,Pantalón denim,35,3009.65,"Monday, 15 January 2024",Negro,M,Tienda física,Classic Elegance,HighTech Materials S.A.,México,Denim
P0341,Camiseta algodón,17,432.65,"Monday, 15 January 2024",Blanco,M,Tienda física,Classic Elegance,HighTech Materials S.A.,Turquía,Poliéster
P0342,Bufanda de lana,27,1425.6,"Monday, 15 January 2024",Negro,L,Tienda física,Sporty Vibes,Global Textiles Inc.,Turquía,Cuero
P0343,Vestido estampado,44,1678.6,"Monday, 15 January 2024",Verde,M,Online,Modern Fusion,Global Textiles Inc.,México,Algodón
P0344,Zapatos de cuero,3,120.66,"Monday, 15 January 2024",Verde,XL,Tienda física,Sporty Vibes,Global Textiles Inc.,Turquía,Cuero
P0345,Bufanda de lana,2,105.6,"Monday, 15 January 2024",Blanco,M,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,México,Cuero
P0346,Zapatos de cuero,4,160.88,"Monday, 15 January 2024",Blanco,M,Online,Modern Fusion,Global Textiles Inc.,India,Denim
P0347,Vestido estampado,18,686.7,"Monday, 15 January 2024",Verde,L,Online,Modern Fusion,HighTech Materials S.A.,México,Poliéster
P0348,Bufanda de lana,20,1056,"Monday, 15 January 2024",Blanco,XL,Online,Modern Fusion,Eco Fabrics Ltd.,China,Denim
P0349,Pantalón denim,21,1805.79,"Monday, 15 January 2024",Blanco,S,Online,Modern Fusion,Global Textiles Inc.,India,Algodón
P0350,Camiseta algodón,14,356.3,"Monday, 15 January 2024",Blanco,S,Tienda física,Sporty Vibes,Global Textiles Inc.,Turquía,Poliéster
P0351,Vestido estampado,8,305.2,"Monday, 15 January 2024",Blanco,L,Online,Urban Trends,Global Textiles Inc.,Turquía,Lana
P0352,Zapatos de cuero,2,80.44,"Monday, 15 January 2024",Rojo,XL,Online,Urban Trends,HighTech Materials S.A.,India,Poliéster
P0353,Zapatos de cuero,26,1045.72,"Monday, 15 January 2024",Verde,L,Tienda física,Sporty Vibes,Global Textiles Inc.,China,Denim
P0354,Vestido estampado,19,724.85,"Monday, 15 January 2024",Verde,L,Tienda física,Sporty Vibes,HighTech Materials S.A.,India,Denim
P0355,Pantalón denim,42,3611.58,"Monday, 15 January 2024",Azul,S,Online,Urban Trends,Eco Fabrics Ltd.,Bangladesh,Cuero
P0356,Pantalón denim,28,2407.72,"Monday, 15 January 2024",Negro,XL,Tienda física,Sporty Vibes,Global Textiles Inc.,China,Lana
P0357,Zapatos de cuero,29,1166.38,"Monday, 15 January 2024",Azul,XL,Online,Modern Fusion,HighTech Materials S.A.,India,Poliéster
P0358,Vestido estampado,5,190.75,"Monday, 15 January 2024",Blanco,L,Online,Urban Trends,Global Textiles Inc.,Bangladesh,Lana
P0359,Vestido estampado,43,1640.45,"Monday, 15 January 2024",Blanco,S,Tienda física,Sporty Vibes,Global Textiles Inc.,México,Cuero
P0360,Camiseta algodón,28,712.6,"Monday, 15 January 2024",Rojo,XL,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,China,Lana
P0361,Zapatos de cuero,41,1649.02,"Tuesday, 16 January 2024",Rojo,L,Online,Urban Trends,Eco Fabrics Ltd.,México,Lana
P0362,Pantalón denim,48,4127.52,"Tuesday, 16 January 2024",Rojo,M,Online,Modern Fusion,HighTech Materials S.A.,Bangladesh,Poliéster
P0363,Bufanda de lana,26,1372.8,"Tuesday, 16 January 2024",Rojo,S,Online,Modern Fusion,HighTech Materials S.A.,Turquía,Lana
P0364,Pantalón denim,5,429.95,"Tuesday, 16 January 2024",Rojo,XL,Online,Modern Fusion,HighTech Materials S.A.,Turquía,Cuero
P0365,Pantalón denim,15,1289.85,"Tuesday, 16 January 2024",Rojo,XL,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,Turquía,Algodón
P0366,Bufanda de lana,46,2428.8,"Tuesday, 16 January 2024",Rojo,XL,Online,Urban Trends,HighTech Materials S.A.,México,Algodón
P0367,Zapatos de cuero,9,361.98,"Tuesday, 16 January 2024",Rojo,S,Online,Urban Trends,Eco Fabrics Ltd.,China,Denim
P0368,Camiseta algodón,32,814.4,"Tuesday, 16 January 2024",Rojo,L,Online,Modern Fusion,Eco Fabrics Ltd.,México,Algodón
P0369,Pantalón denim,26,2235.74,"Tuesday, 16 January 2024",Verde,M,Online,Modern Fusion,Global Textiles Inc.,México,Poliéster
P0370,Pantalón denim,37,3181.63,"Tuesday, 16 January 2024",Rojo,XL,Online,Urban Trends,Global Textiles Inc.,Turquía,Denim
P0371,Zapatos de cuero,15,603.3,"Tuesday, 16 January 2024",Negro,S,Tienda física,Classic Elegance,HighTech Materials S.A.,México,Algodón
P0372,Zapatos de cuero,41,1649.02,"Tuesday, 16 January 2024",Rojo,XL,Online,Modern Fusion,Eco Fabrics Ltd.,Bangladesh,Algodón
P0373,Vestido estampado,4,152.6,"Tuesday, 16 January 2024",Blanco,L,Online,Urban Trends,Eco Fabrics Ltd.,India,Denim
P0374,Zapatos de cuero,36,1447.92,"Tuesday, 16 January 2024",Blanco,M,Online,Modern Fusion,Eco Fabrics Ltd.,India,Poliéster
P0375,Zapatos de cuero,20,804.4,"Tuesday, 16 January 2024",Rojo,XL,Tienda física,Sporty Vibes,Global Textiles Inc.,India,Denim
P0376,Pantalón denim,27,2321.73,"Tuesday, 16 January 2024",Rojo,S,Online,Urban Trends,Eco Fabrics Ltd.,Turquía,Poliéster
P0377,Camiseta algodón,21,534.45,"Tuesday, 16 January 2024",Blanco,L,Tienda física,Classic Elegance,HighTech Materials S.A.,Turquía,Poliéster
P0378,Pantalón denim,22,1891.78,"Tuesday, 16 January 2024",Negro,M,Tienda física,Sporty Vibes,HighTech Materials S.A.,India,Cuero
